index,class,title,type,language,set,s2_id,gs_id,alternate_gs_id,alternate_s2_id,original_article
188,2,Data Collection for Security Measurement in Wireless Sensor Networks: A Survey,paper,English,S2,669e138a3f0e6be1a4d6724174324d5c1ade0d6d,,,,
189,2,Data Mining for the Internet of Things: Literature Review and Challenges,paper,English,S2,0d69ad95c0f7cd9a318f9fa0de77834ecf4680d4,,,,
190,1,Data Mining for the Internet of Things: Literature Review and Challenges,plagiarism,English,S2,de9faa2f09d411e64e3f3c5e092ed30357799c90,,,,0d69ad95c0f7cd9a318f9fa0de77834ecf4680d4
191,2,Data Mining for Wearable Sensors in Health Monitoring Systems: A Review of Recent Trends and Challenges,paper,English,S2,1b8ac910c710b035c4601dc628587dafec25dad7,,,,
192,5,Data preprocessing for anomaly based network intrusion detection: A review,paper,English,Common,0a9f0b436b610d4cef1a022ab6083ac2278dc7e2,15985457559338707187,,,
193,2,Data stream clustering: a review,paper,English,S2,e75dfc6a2c0f70e6af04d20816717988123ce251,,,,
194,3,Dealing with outliers in survey data,chapter,English,GS,8023df66945eef9d764b14df3591c916fb4d1dd6,8628400851629327618,,,
195,5,"Deep learning approaches for anomaly-based intrusion detection systems: A survey, taxonomy, and open issues",paper,English,Common,6a0e4209529b827cd86a52a4766968001a3f187c,16622578027832423669,,,
196,5,"Deep Learning for Anomaly Detection in Time-Series Data: Review, Analysis, and Guidelines",paper,English,Common,712e279ecea207968717d8401000e7ca0b7bb74d,10085115476455036088,,,
197,5,Deep learning for anomaly detection: A review,paper,English,GS,775247047d0b56950ba5ea77d4a29772eca95c1b,18078032682756398337,,,
198,1,Deep Learning for Anomaly Detection: A Survey,preprint,English,Common,a2e667e4382aaa8e02a17d0522c1a910790ab65b,14919802204024255526,,84af0bbe339c1adbc9d075dee99b9d4f86a186c5,
199,5,Deep Learning for Medical Anomaly Detection – A Survey,paper,English,Common,4ed4dc4df5dbde2677852c33080e3c893bf0a5ba,10227166262903236614,,,
200,5,Deep Learning for Spatio-Temporal Data Mining: A Survey,paper,English,S2,a54c647f6db73621ec496ea86355726161c0898d,,,,
201,5,Deep learning for unsupervised anomaly localization in industrial images: A survey,paper,English,GS,51ba3b33f445199d9f3cddb5b00c7e2927199b0c,9579459676985496387,,,
202,5,Deep learning-based anomaly detection in cyber-physical systems: Progress and opportunities,paper,English,GS,924413882f2399c222059ff474800f3656ecc866,124995188557041160,,,
203,5,"Detecting sensor faults, anomalies and outliers in the internet of things: A survey on the challenges and solutions",paper,English,GS,2a68d1014ca060b9cd7024217e9c483f3cb4fb47,6277786843845930281,,,
204,6,Detection of outliers,paper,English,GS,b638657cf00bcd705d968c616e50d36f9c6738e2,14063590249877963773,,,
205,2,Dirac versus Weyl fermions in topological insulators: Adler-Bell-Jackiw anomaly in transport phenomena.,paper,English,S2,2e70c37973c94ee1fd27596907341164df7e6cc8,,,,
206,2,Disproportionate exposures in environmental justice and other populations: the importance of outliers,paper,English,GS,e8fe9cdfa492b143e9f100ae87d4bb2c38433c59,12732191284786253640,,,
207,2,Drought over East Asia: A Review,paper,English,S2,a2b27bd38e95f5fdcccbf091b8151e460c807a11,,,,
208,2,Duties When an Anonymous Student Health Survey Finds a Hot Spot of Suicidality,paper,English,S2,a806ad5d29c310339606546c160f5fc9e1ce2ff3,,,,
209,2,Ebstein anomaly associated with left ventricular noncompaction: An autosomal dominant condition that can be caused by mutations in MYH7,paper,English,S2,5300b95be90351fa308b860a4d3065223737a78d,,,,
210,2,"Ebstein anomaly review: what’s now, what’s next?",paper,English,Common,ff1d620cd11d2692c338b611674a16d2020942c9,4964855116891967319,,,
211,2,Ebstein Anomaly: A Review,paper,English,S2,bf1fcbbed756d8b1c0bdf021876ad5ef2b16f689,,,,
212,2,Ebstein's anomaly - review of a multifaceted congenital cardiac condition.,paper,English,Common,7007d22897336c1ca66b15fae916333f5ed0143a,15332416151222156805,,,
213,2,Ebstein's anomaly (review of literature and a case report).,paper,English,S2,235d6d7ebdd40df5ca8787c3c49ad625db6e0852,,,,
214,2,Ebstein's anomaly: clinical profile and natural history,paper,English,GS,b4b29d0e5903b99cf324024fdeec5390a77db5a4,12564515697575572371,,,
215,2,Ebstein's Anomaly: Review of Arrhythmia Types and Morphogenesis of the Anomaly,paper,English,GS,7c78df9608c80be64dc81017c655803701450716,17337177513251010318,,,
216,2,"Educational anomaly analytics: features, methods, and challenges",paper,English,GS,9edc63146315c287fa2cdc43a6ea08756e3db3e9,14630049605547586287,,,
217,2,Effect of adjunctive ranitidine for antipsychotic-induced weight gain: A systematic review of randomized placebo-controlled trials,paper,English,S2,da9c8ac22f0088849e29d2a1f40efba786fb61a9,,,,
218,2,Effective Reading Programs; A Critical Review of Outlier Studies.,paper,English,Common,59126bb32742a783826d7297ff8ab24793524fbd,122551421726369637,,,
219,2,Electromagnetic fields and anomalous transports in heavy-ion collisions—a pedagogical review,paper,English,S2,5b21ca0de353229c2d84e08c1663b8bfa943b3e0,,,,
220,2,Equatorial anomaly in F-region—a review,paper,English,GS,3d27a6de6c828559da4bbd0c4cb06325c5ecedb4,5427439094357574702,,,
221,2,"Esophageal atresia in the Northern Region Congenital Anomaly Survey, 1985-1997: prenatal diagnosis and outcome.",paper,English,Common,b8cfa2a82ba0f5f8bfac57f3251135f12d5ce8ba,12772896257227682658,,,
222,2,Evaluation of geochemical sedimentary reference materials of the Geological Survey of Japan (GSJ) by an objective outlier rejection statistical method,paper,English,S2,6d0596bd60bedef2b8de14cc0db352237e250117,,,,
223,4,Evaluation of robust outlier detection methods for zero-inflated complex data,paper,English,S2,f6d9fd9d71706056faef7f05c6ce67cac614ae42,,,,
224,2,Examining the unexpected: Outlier analyses of factors affecting student achievement,paper,English,GS,b2b5c5b0888404e03eb8eee153be08a6b22080eb,17208669161770765967,,,
225,4,Experience Report: System Log Analysis for Anomaly Detection,paper,English,S2,2c1ed7e32a85d72fb270ebd07a45641acfba02a9,,,,
226,2,Experimental Observation of Anisotropic Adler-Bell-Jackiw Anomaly in Type-II Weyl Semimetal WTe_{1.98} Crystals at the Quasiclassical Regime.,paper,English,S2,179107df861cf2963a6271074ba1cc7e22c03965,,,,
227,2,Experimental signatures of the chiral anomaly in Dirac–Weyl semimetals,paper,English,S2,d5ac0351791196bc052f3c5ecd529aba032ce7d6,,,,
228,2,"Experimental Tests of the Chiral Anomaly Magnetoresistance in the Dirac-Weyl Semimetals 
Na3Bi
 and GdPtBi",paper,English,S2,7d9d8f133aa23498202c215563ddcac0c8f0030b,,,,
229,2,Exploiting AIS Data for Intelligent Maritime Navigation: A Comprehensive Survey From Data to Methodology,paper,English,S2,7f585a7f6bf51606f9cfa80f19ec4720532c4f19,,,,
230,2,Exploring stroke risk and prevention in China: insights from an outlier,paper,English,Common,855fe2f82d022ce00959a9f5f5a1f5f1ff5b5686,10814697116078522392,,,
231,2,"Fabella prevalence rate increases over 150 years, and rates of other sesamoid bones remain constant: a systematic review",paper,English,S2,908f90f69cff5f205cd5091bed985bcaf8364bd2,,,,
232,5,Features and performance of some outlier detection methods,paper,English,S2,1a7f27c20ed1c0abdcd8e44de65e6779cd06f898,,,,
233,2,Field-Selective Anomaly and Chiral Mode Reversal in Type-II Weyl Materials.,paper,English,S2,1bcd4c62013d8ed7383bf81119438d92221a16b2,,,,
234,2,Footprints of New Strong Dynamics via Anomaly and the 750 GeV Diphoton.,paper,English,S2,2e86fafe56e30733cdcfc89eac2a4fa4504e542a,,,,
235,2,Fractional quantum Hall effect in a curved space: gravitational anomaly and electromagnetic response.,paper,English,S2,7cd69e3e709a383829aa96e710354a70e14f6101,,,,
236,2,Framing anomaly in the effective theory of the fractional quantum Hall effect.,paper,English,S2,0b5cee038473d8178d94736cc220b3833bbda88a,,,,
237,5,Fraud detection: A systematic literature review of graph-based anomaly detection approaches,paper,English,Common,fffbf0cbafa24f17fe5db8582efaa3406ebd08a4,5004077234097548274,,,
238,2,Functional rarity: the ecology of outliers,paper,English,GS,cede14ee2e3a16071fb11aa2e70ec0103e8c946b,18300229826695862578,,,
239,2,Fuzzy C-Means clustering algorithm for data with unequal cluster sizes and contaminated with noise and outliers: Review and development,paper,English,GS,499e6d1ec1c0000a8816e43a773eea9188c00dd2,9127197821379080786,,,
240,5,GAN-based anomaly detection: A review,paper,English,GS,13fab6dbb9d0f3eaac0b45a52c140165ae25b8b6,4988077150684599939,,,
241,4,Generalised measures of reliability for multiple outliers,paper,English,GS,7300ecea657cbf9c63760d5b577d69ff7483f2f2,11041332993293101569,,,
242,1,Generalized Out-of-Distribution Detection: A Survey,preprint,English,S2,7b2180d7fa0d65e8756401cb077bf3dea3f9b575,,,,
243,4,Generating Artificial Outliers in the Absence of Genuine Ones — A Survey,paper,English,S2,2ea785d090f88f54473806eb20670d79d62fa5f7,,,,
244,2,"Geomagnetic Anomaly Survey at the Divergent Plate Boundary in Afar Depression, Ethiopia",paper,English,S2,74d94154321c3180bd43c49c96fde485429ce072,,,,
245,2,Gleevec: prototype or outlier?,paper,English,GS,ac02f1c90c71137a085fc175e258a2af3b38a561,13234086525968316726,,,
246,5,Graph based anomaly detection and description: a survey,paper,English,Common,0119f18eef5c4ff5aa4dcbca191fb4764de1de58,2616932922325721358,,,
247,2,GROF: Indoor Localization Using a Multiple-Bandwidth General Regression Neural Network and Outlier Filter,paper,English,S2,cb9092a0bfce04003a51761e64512530778f2045,,,,
248,5,Hoeffding Tree Algorithms for Anomaly Detection in Streaming Datasets: A Survey,paper,English,S2,e49835fd71c7407c2309af42a88c98b98bf3a349,,,,
249,6,Holy Grail of Outlier Detection Technique: A Macro Level Take on the State of the Art,paper,English,GS,ed0a2504b7ae14066544978ba6d45f5756122c7d,2749878486685483211,,,
250,2,How Organizational Cognitive Neuroscience Can Deepen Understanding of Managerial Decision‐Making: A Review of the Recent Literature and Future Directions,paper,English,S2,7bc694bc8e1188dc6098ab6587437a177173c1c7,,,,
251,5,Hubness in Unsupervised Outlier Detection Techniques for High Dimensional Data –A Survey,paper,English,S2,9a88412fb3049b3754db4507bad41fbdecf0b7fc,,,,
252,5,Hybrid Approach for Outlier Detection over Wireless Sensor Network Real Time Data,paper,English,S2,0d0655e3fe0a38e0df605eae310df3e545011305,,,,
253,5,Hyperspectral Anomaly Detection: A survey,paper,English,Common,07573d411accb9400da80e1badc8e27ecd7b0661,10781956668461898730,,,
254,2,Identifying careless responses in survey data.,paper,English,S2,629a90a6c609b3ca26db71829b74b12e8f6bd353,,,,
255,2,Identifying R&D outliers,paper,English,GS,ce5cf8b4bdfc4fc92f606a0dc378bf516abd85c0,13843485006544403001,,,
256,2,IFMC case notes. Outlier review.,paper,English,S2,79cd4a4f38411566e44a856f37ff66bcf7824c7d,,,,
257,5,Image/Video Deep Anomaly Detection: A Survey,paper,English,Common,49ae00b9a8539ba1a2a7d77408daad850fd33095,10999475202475533700,,,
258,4,Implementation and assessment of two density-based outlier detection methods over large spatial point clouds,paper,English,S2,4862e969257237d6ce373dfa763aa7d287d133ff,,,,
259,4,Improving outlier detection in two establishment surveys,paper,English,GS,,11703285836142457071,,,
260,5,Improving security using SVM-based anomaly detection: issues and challenges,paper,English,GS,f0deb561e4f468662a5bfee33ccd6e470b0cfbe7,17329117974970185653,,,
261,2,Infanticide/neonaticide: The outlier situation in the United States,paper,English,GS,07c7857daee40ac4bf98302364d4497ed40ac2c8,9433740549629877673,,,
262,4,Integrating aspect analysis and local outlier factor for intelligent review spam detection,paper,English,Common,eb60d18eaa8923ec61d37e74e8d630bbd7e25b63,2402956232516267549,,,
263,4,Investigating the Adequacy of Response Time Outlier Definitions in Computer-Based Web Surveys Using Paradata SurveyFocus,paper,English,Common,5be90162528dff0ac6af5847e2e4f10392c1ce68,9625156211940287532,,,
264,2,"Investor sentiment, accruals anomaly, and accruals management",paper,English,GS,17f5923a11fcb10fc99620c5ac70a0ae83a0753d,343736120340982676,,,
265,5,IoT anomaly detection methods and applications: A survey,paper,English,GS,a61f3235d46ea53aa69b249a0bd82c97ea7890f5,8878030008185031216,,,
266,2,Is mortality a good indicator of the clinical quality of National Health Service hospitals? A cross-sectional study of outlier trusts for mortality indices using quality dashboards,paper,English,S2,e8a2502c12cd6d0c2d40089d9b8b66463d5dbbf9,,,,
267,2,Kimmerle's Anomaly as a Possible Causative Factor of Chronic Tension-Type Headaches and Neurosensory Hearing Loss: Case Report and Literature Review,paper,English,S2,066834b3f7226ba0fe58329c2a4fb949cf11f7fd,,,,
268,2,Lagrangian intersection floer theory : anomaly and obstruction,paper,English,S2,0088e21e4a018eba4dcaa71ca3e31335a3694b05,,,,
269,2,Lean NAFLD: an underrecognized outlier,paper,English,GS,c70a3af331a9c6b2833dc296dbfa50e669064f02,13195319971245367878,,,
270,6,Local and Global Outlier Detection Algorithms in Unsupervised Approach: A Review,paper,English,S2,c774a2f134facf993d032945aec6f014b455aea9,,,,
271,2,Longitudinal structure of the F-region equatorial anomaly—a review,paper,English,GS,77f3cf23d2124b0796cfb793d823bc365f721e9d,18266720518799539549,,,
272,6,Machine Learning for Anomaly Detection: A Systematic Review,paper,English,Common,cbb29c6cd0203a811ab18574e85e6b74a1a68cfc,13683340325172595501,,,
273,2,Machine Learning in Additive Manufacturing: A Review,paper,English,S2,5c41630a3b2faace172f49e990bb71af9e12c66c,,,,
274,6,Machine learning techniques for anomaly detection: an overview,paper,English,GS,0278bbaf1db5df036f02393679d485260b1daeb7,4240946354646568373,,,
275,5,Machine Learning Techniques for Network Anomaly Detection: A Survey,paper,English,Common,83a4575f6800e18fcf68cb8f57bf8242d97ed95a,10798989244970333222,,,
276,2,MAINSTREAMING AN OUTLIER: THE QUEST TO CORROBORATE THE SECOND LANCET SURVEY OF MORTALITY IN IRAQ,paper,English,S2,b0259da12d31c927789edf986adb10a55d9b661e,,,,
277,2,Manifestations and mechanisms of the Karakoram glacier Anomaly,paper,English,GS,cdc0137610b26172dd4636cc80f23c037a441d25,1936485934848137461,,,
278,5,Maritime anomaly detection: A review,paper,English,Common,12fad81d448dfc1b663981090d9ed508a65439fe,11310465641802770123,,,
279,5,Maritime Anomaly Detection: Domain Introduction and Review of Selected Literature,paper,English,Common,e43c2cd01f0f4a85831180d27f8e9e0ebe6fb3b2,11825850326617647872,,,
280,2,Maternal overweight and obesity and the risk of congenital anomalies: a systematic review and meta-analysis.,paper,English,S2,5531121ab666245b2902cd45c07475e3e9e17414,,,,
281,2,Mean population salt consumption in India: a systematic review,paper,English,S2,3915afd4159bf66ba681f312c26b4c03b2fea683,,,,
282,2,Mesenteric cystic lymphangioma: a congenital and an acquired anomaly? Two cases and a review of the literature.,paper,English,S2,69b802d5aa1c0abc06111da4eae0e0e22fe97d64,,,,
283,4,Methods for dealing with reaction time outliers.,paper,English,GS,8a77612c001823036baf750e9be91666a8b12515,4498899201606045077,,,
284,4,Mining unusual and rare stellar spectra from large spectroscopic survey data sets using the outlier-detection method,paper,English,Common,c25d42bd1815868da7039f28fb9a8eb4e2fe0b66,11504745976529457980,,,
285,4,MiPo: How to Detect Trajectory Outliers with Tabular Outlier Detectors,paper,English,GS,6759dc7eccad83257c50e6f4258adda3880a101c,2599953816481226060,,,
286,2,Mirror Anomaly in Dirac Semimetals.,paper,English,S2,e02c3cc2aef4457997d2360f7087a4c9b8b39043,,,,
287,2,Mixed Axial-Torsional Anomaly in Weyl Semimetals.,paper,English,S2,a6af9d81e1c3f3e246c82bc43d7b274b125c0f05,,,,
288,2,Mobile Network Anomaly Detection and Mitigation: The NEMESYS Approach,paper,English,S2,87ff00d608e56e6a97eb0c9f7d5a8e1e07e6403b,,,,
289,2,"Model for a quantum Hall effect without Landau levels: Condensed-matter realization of the ""parity anomaly""",paper,English,S2,813cd74a49f2fc491be61c8cf762b9cdb4341336,,,,
290,5,Modeling Representation of Videos for Anomaly Detection using Deep Learning: A Review,paper,English,S2,030dff9a7cba9b85be1fec18a895c86673264680,,,,
291,2,"Monetary Sanctions: A Review of Revenue Generation, Legal Challenges, and Reform.",paper,English,S2,95c3f80ffcf54aabb79ae327809cfa440833c9cf,,,,
292,2,Monocular Outlier Detection for Visual Odometry,paper,English,S2,1946a4e29514b474a3933cc6c573ca5d38bc4125,,,,
293,2,More on the La Porte anomaly: A review,paper,English,GS,385397d67212941799b120339d6a75c4a83dfecc,16477312211792588310,,,
294,2,Morphologic spectrum of Ebstein's anomaly of the heart: a review.,paper,English,GS,50acb86bcf64cbad5fc8a2d3f98c749615864379,51466906610502925,,,
295,2,Morphological aspects of Ebstein's anomaly in adults,paper,English,GS,0aaa416460ace8f88b94c7897a1e630c58f7d5ff,17184812000271762584,,,
296,2,Morphological Effects in SnO2 Chemiresistors for Ethanol Detection: A Review in Terms of Central Performances and Outliers,paper,English,GS,f59b5eca45db41ed38be9f04477dad5b3926562e,7606960691361399074,,,
297,2,Mortality in critically ill patients with coronavirus disease 2019‐associated pulmonary aspergillosis: A systematic review and meta‐analysis,paper,English,S2,5c645351972daebf9b30722df52e7f4b6a0f6135,,,,
298,2,Multicenter survey on the outcome of transplantation of hematopoietic cells in patients with the complete form of DiGeorge anomaly.,paper,English,S2,5b8949e596c701963520476a643d8cdfbb65da67,,,,
299,5,Multivariate Computing and Robust Estimating for Outlier and Novelty in Data and Imaging Sciences,paper,English,S2,2a4da1297fdec5146a6acbc809eb200ee9df2dec,,,,
300,5,Multivariate outlier detection and robustness,paper,English,GS,d74484d7f35cc204967ec8e4b9c7dc9adc1f751f,1491016629829224544,,,
301,4,Multivariate outlier detection in incomplete survey data: the epidemic algorithm and transformed rank correlations,paper,English,Common,f22908064b3b94e9dc769b5602096fac2efc17e4,5639346939961910146,,,
302,5,Network anomaly detection research: a survey,paper,English,Common,4f2ef43b81a4dd319aa7f1d97cf27839e1cbb3ff,3884491798315775737,,,
303,5,Network anomaly detection system: The state of art of network behaviour analysis,paper,English,GS,a3e56173a1bd8a97fe861489e30ef1aff93d8602,14446809137472003814,,,
304,5,Network anomaly detection: A survey and comparative analysis of stochastic and deterministic methods,paper,English,S2,12ba136dd3c3da27e7c91fea9ec3d9fe57d1201b,,,,
305,5,"Network anomaly detection: methods, systems and tools",paper,English,GS,e467ff1ea3a0c535a0cef87f7e0daa414d524d9d,9485343982777785484,,,
306,3,Noise versus outliers,text book chaper,English,GS,26b1f7d8f1afb066f8fe9eedfca646e1684953ab,12045150847239300315,,,
307,2,Notes on Anomaly Induced Transport,paper,English,S2,e2bd8699e946cc256b15220c2ff1dd2205406b41,,,,
308,2,On Application of X-ray Fluorescence Measurements on Aeromagnetic Anomaly Survey in Meng Mala,paper,English,S2,d53ad102e79a20987400df49b4b05b9f4c7c0975,,,,
309,2,On robust randomized neural networks for regression: a comprehensive review and evaluation,paper,English,S2,8845fa3ea7c74a9c38bb4c32f53f06cfec7cc49e,,,,
310,2,"On the Anglocentricities of current reading research and practice: the perils of overreliance on an"" outlier"" orthography.",paper,English,GS,c0637a40368398bdaaa93304e97d90b2c233c93a,14061786101363796798,,,
311,4,On the formulation of the alternative hypothesis for geodetic outlier detection,paper,English,S2,e3a730c4b03bbab5a8712f543291a7889e7f8a0a,,,,
312,6,On the nature and types of anomalies: a review of deviations in data,paper,English,S2,13508fc5268937ebf7eb80e58ebfb7e01eed3caa,,,,
313,5,One-class classification: taxonomy of study and review of techniques,paper,English,S2,9eb1b16fbd4786eaac91f308d75609b9321868ce,,,,
314,5,One-class support vector machines: analysis of outlier detection for wireless sensor networks in harsh environments,paper,English,S2,962990ee9691d65cc68be4571d7e22d839896334,,,,
315,2,Opioid Use After Discharge in Postoperative Patients: A Systematic Review,paper,English,S2,2ec1a372e572d841b11abd3f398532ed534f3bac,,,,
316,2,Origins of mangrove ecosystems and the mangrove biodiversity anomaly,paper,English,GS,f10efa0eaad815f69dc6bd3b1747e732a19ffa19,4975852996964121796,,,
317,3,Outlier and Anomaly Detection: A Survey of Outlier and Anomaly Detection Methods,book,English,Common,33ac3796b735952652ae4aac692af40fe38c6204,18376227305904237566,,,
318,5,Outlier and anomaly pattern detection on data streams,paper,English,S2,806aaf796c256af8e91e27685d9bbf0e71f36f94,,,,
319,5,Outlier Data Treatment Methods Toward Smart Grid Applications,paper,English,S2,0598f0f8d5d2d9f8d0c24dee32cbd867946520e7,,,,
320,6,Outlier detection,paper,English,GS,93a5dad081884d8699a37e9a53693185cf619428,2024982053844418222,,,
321,6,Outlier Detection,paper,English,Common,67c678d04908f534f37804bfc8e30de106595577,16798677794640178118,,,
322,5,Outlier Detection Algorithms for Least Squares Time Series Regression,paper,English,S2,15f197b5a34ab28d8e0a2d6a5e90b88fefc279ee,,,,
323,5,OUTLIER DETECTION AND TREATMENT IN I/O PSYCHOLOGY: A SURVEY OF RESEARCHER BELIEFS AND AN EMPIRICAL ILLUSTRATION,paper,English,Common,a49257d53937027e4122072a6746b4256aa7325d,4152424416220272116,,,
324,4,Outlier detection and treatment in industrial sampling survey,paper,English,Common,aa4e2b76f055832ce609b9b37c14842bc6db6ac2,12627763177124134983,,,
325,5,Outlier Detection Approaches Based on Machine Learning in the Internet-of-Things,paper,English,S2,2253852c07a07d9b87155dca28c5879b4fd3840d,,,,
326,5,Outlier detection approaches for wireless sensor networks: A survey,paper,English,Common,9436440748a52254deb7d7391bfd564bbf139286,16402888464779775495,,,
327,5,Outlier Detection for Business Intelligence using Data Mining Techniques,paper,English,S2,fd03202b9dbaab37d46e0a08d1a342847502e0e7,,,,
328,6,Outlier Detection for Different Applications: Review,paper,English,S2,92b1482bad6fdb84c7155108976e258ebf5e1456,,,,
329,5,Outlier Detection for Temporal Data: A Survey,paper,English,Common,43d75d3a22db904d052d4c435e2d1f22be3887e0,11257514432422964350,,,
330,4,Outlier detection in audit logs for application systems,paper,English,GS,18310bd090ef640aa3bacb25d1b808fe25d8f87f,14369653415520742476,,,
331,4,Outlier Detection in RFID Datasets in Supply Chain Process: A Review,paper,English,S2,f8fa949296d35e428488755839b9755c0d03a509,,,,
332,5,Outlier detection in streaming data a research perspective,paper,English,GS,c588d549d834691e41d1bc7434dfdd807f8b347b,13508976315940828993,,,
333,5,Outlier Detection in Wireless Sensor Networks using Machine Learning Techniques: A Survey,paper,English,Common,d6ce6aaf362ee1110c8518f573e183d1fe990dd6,2497834254457796394,,,
334,5,Outlier Detection in WSN- A Survey,paper,English,S2,6e7e9698b7a4a1182bf22dfdac2bf744227d9abb,,,,
335,4,Outlier detection methods for generalized lattices: a case study on the transition from ANOVA to REML,paper,English,S2,3c5c9f82d2727ab8041ef0e6597e7b4049c2002e,,,,
336,5,Outlier detection strategies for WSNs: A survey,paper,English,Common,fb048a713a1ae53d5c184e6c81131db4dc5753f6,5107387879597969052,,,
337,1,Outlier detection technique in data mining: a research perspective,student,English,GS,2b33e045cb33af865b2e2c7e6cefe64c5e26606d,3546399092788189450,,,
338,5,Outlier Detection Techniques and Cleaning of Data for Wireless Sensor Networks: A Survey,paper,English,S2,918bcad1b9175a2a3d93bae588fdb04ee012c538,,,,
339,5,Outlier Detection Techniques for Localization in Wireless Sensor Networks: A Survey,paper,English,Common,ef86056b7dbd1736b7f1edf786d6586a8b58cb21,10938541392383684395,,,
340,5,Outlier Detection Techniques for Wireless Sensor Networks: A Survey,paper,English,Common,e44e0ccd11fb5bc6c747f09b401cbbd597386d28,13595133371984624369,,,
341,5,Outlier detection techniques over streaming data in data mining: A research perspective,paper,English,GS,d0e53d4b0bdf5de1c4bc5c49df33aec42e3fe726,9201769160500715699,,,
342,5,Outlier detection: A survey on techniques of WSNs involving event and error based outliers,paper,English,Common,84fab7731f06be4850478988430704e5ae841301,3494636231778055534,,,
343,6,Outlier Detection: Applications And Techniques,paper,English,Common,4f5844c9e7db68af7c2c5b918082636c3307cef9,6080093284369576110,,,
344,6,Outlier Detection: Applications and techniques in Data Mining,paper,English,Common,057ce2cef2b8444371efd200b8dd6f0bafcfc57d,3206211151357832654,,,
345,4,Outlier exclusion procedures must be blind to the researcher's hypothesis.,paper,English,S2,45040041494c6fd32c23990394928c97aad803a7,,,,
346,4,"Outlier removal, sum scores, and the inflation of the Type I error rate in independent samples t tests: the power of alternatives and recommendations.",paper,English,GS,be66481142f3bd05c695d8910d1768149d6ca2d6,5699445891135620926,,,
347,2,Outlier Review during Concurrent Seasonal Adjustment of CES State and Area Series,paper,English,S2,72a65800d8c0d273bb13fcfff561fdc358b8abee,,,,
348,4,Outlier robust finite population estimation,paper,English,GS,dcc8d8d2c288b9baa58cc9b92482d2d95f207564,12164400373503576250,,,
349,4,Outlier Robust Imputation of Survey Data,paper,English,Common,f30a9f264bcf1b54d63128d701eac6e8938a2f22,13833274599968303226,,,
350,4,Outlier Robust Imputation of Survey Data via ReverseCalibration,paper,English,S2,cc338f9f6349341e75368cdf22170356e5f3da92,,,,
351,4,Outlier robust kernel-based system identification using ℓ1-Laplace techniques,paper,English,S2,161a75128e466b87de5934598d5af3794521e3a3,,,,
352,4,Outlier separability analysis with a multiple alternative hypotheses test,paper,English,GS,5a8aef0f28a81316e27377e3788744a3be23a1e2,6200467123338562941,,,
353,4,Outlier-based Health Insurance Fraud Detection for U.S. Medicaid Data,paper,English,S2,79f16a4af87eb4c8ab0599a25db8ff7cecfa4323,,,,
354,4,"Outlier-Robust Estimation: Hardness, Minimally Tuned Algorithms, and Applications",paper,English,S2,5b8355a0bc89f0ca45501baf617da51523ff590f,,,,
355,6,Outliers detection and treatment: a review.,paper,English,GS,b87177a90e0b4216376ee0f7f6afc1e9177abf3f,11248724536178235365,,,
356,6,Outliers in questionnaire data: can they be detected and should they be removed?,paper,English,GS,,7002150606297754244,,,
357,4,Outliers: An evaluation of methodologies,paper,English,GS,dea2a8a665de3605d075c22a0a897ec7d20a14a0,9648239085172976588,,,
358,2,Particle physics models for the 17 MeV anomaly in beryllium nuclear decays,paper,English,S2,40590cb038f6676cbca39fb560aa1ef87ddfe409,,,,
359,2,Paying for Prescription Drugs Around the World: Why Is the U.S. an Outlier?,paper,English,S2,bc436bed9f8d2edf25d9bd0114a396f14d8280cc,,,,
360,2,Pelger-Huët Anomaly: A Critical Review of the Literature,paper,English,S2,a7748d4305853dbfc26df2abd78e3c1f83c7a4dd,,,,
361,5,Performance anomaly detection and bottleneck identification,paper,English,GS,96528f36f5f89fa5a6b4ff03ec6928b8519db156,5140880437800201989,,,
362,4,Performance evaluation of circulating fluidized bed incineration of municipal solid waste by multivariate outlier detection in China,paper,English,S2,fcc5d0b4c4fa98bfc7ad4c91e5e81396d877b5c5,,,,
363,5,Performance evaluation of outlier detection techniques in production timeseries: A systematic review and meta-analysis,paper,English,GS,3a493032b8dc0f6fbd31e016f7e0239a5008265f,17705877539234241434,,,
364,2,Peters Anomaly: Review of the Literature,paper,English,Common,a6ab9cbd762bcad35f3b936f785d34ef618ee49c,1672378246524000196,,,
365,2,Pharmacological augmentation strategies for schizophrenia patients with insufficient response to clozapine: a quantitative literature review.,paper,English,S2,3061884d7225bf0e612dca39f4db75752f79e205,,,,
366,2,Photo-z outlier self-calibration in weak lensing surveys,paper,English,Common,7b002f7b37b9bfffbd15d6e04ec73ef45819df7f,807937922986635558,,,
367,2,Pre-seismic anomalies from optical satellite observations: a review,paper,English,S2,58e6dbf3ca9a4b3e87e2ce8ea0e05ae0a341d990,,,,
368,2,Presentation and treatment of Poland anomaly,paper,English,GS,dc248e2379da55942516e8e79473e84edfbc6ada,4324578530971782523,,,
369,2,Prevalence of the aberrant right subclavian artery reported in a published systematic review of cadaveric studies: The impact of an outlier,paper,English,Common,07d98ca90209b04d44f26fa9c45754292369cd26,433900776766245814,,,
370,2,Prognostic outlier genes for enhanced prostate cancer treatment.,paper,English,S2,c50ef0e19892921ccf4fe87194948547aa94e11c,,,,
