id,title,query,s2_id,duplicated
18271200370875066492,Trajectory outlier detection for traffic events: A survey,outlier+survey,9f7cb155ed4da92b54091b70ac36762f88d07504,
14018055672754307439,Transient wave-based methods for anomaly detection in fluid pipes: A review,anomaly+review,NA,
5600755071129068899,Tutorial review—Outliers in experimental data and their treatment,outlier+review,NA,
11797299873165580558,Twenty years of the Weyl anomaly,anomaly+review,NA,
6836683208388587842,Univariate outliers: a conceptual overview for the nurse researcher,outlier+review,NA,
4396658083365474052,"Urban Anomaly Analytics: Description, Detection, and Prediction",anomaly+review,ee9f40f1c1e77b0b39b6e4a158208614fb4995c0,
9723709699534060589,Using low resolution satellite imagery for yield prediction and yield anomaly detection,anomaly+review,NA,
14078236133989311421,Using outlier analysis to detect partisan gerrymanders: A survey of current approaches and future directions,outlier+review,3b6e9c4deb3d5458dac9da295f6d4274f0c3d0a1,
2126870991479892621,Using the variogram for vector outlier screening: application to feature-based image registration,outlier+review,NA,
9564534237720699144,Vascular anomaly cases for the pediatric hematologist oncologists—an interdisciplinary review,anomaly+review,NA,
6613572350555511522,Visual anomaly detection for images: A survey,anomaly+survey,cf122c84af8c85e15c3dffaca4069dd455b56a1e,
